message,link,permalink_url,created_time,type,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,name,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length,message_tags/1/id,message_tags/1/name,message_tags/1/type,message_tags/1/offset,message_tags/1/length
"『艾曼塔起司鷄腿焙果』 將有「紐約市民麵包」之稱的焙果，烤得香、軟、鬆、彈，搭配濃濃奶味中帶點堅果香的艾曼塔起司，佐以香草鷄腿肉，挑戰業界CP值，盡享紐約食尚風味！

馬上玩味美式食尚>>http://bit.ly/McToA
歡樂送網路訂餐>>https://www.mcdelivery.com.tw",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/951763458199672/?type=3,https://www.facebook.com/mcdonalds.tw/posts/952286541480697:0,2015-04-21T08:00:00+0000,photo,101615286547831_951763458199672,76,1663,NONE,1663,false,false,chronological,47,false,Timeline Photos,,,,,,,,,,
"麥麥辦桌 『婉君上菜單』你覺得取什麼菜名最稱頭？

這道「翡翠牛肉丸」採用麥當勞來自紐澳100%純牛肉，手工揉打做成多汁牛肉丸。搭配海參及來自南方澳的鮮蝦和透抽作湯頭。撒上菠菜翡翠顆粒，打造出味覺與視覺的雙重享受。

請在本照片下方，以留言的方式發表創意菜名，就有機會登上5/16麥麥辦桌宜蘭場正式菜單並獲得$3,000麥當勞禮券喔！

✦活動辦法✦
活動時間：即日起~2015年4月23日23:59止
活動辦法：在本篇貼文留下你的創意菜名
活動獎項：獲選者可得NT$3,000元麥當勞禮券，每道菜選出1名，共3個得獎名額
得獎名單：將於4月27日在本篇貼文下方公佈得獎菜名&幸運得獎粉絲

其它注意事項：
❶ 每人/每個FB帳號僅限一次得獎機會，不限上傳菜名數，菜名不得重覆。
❷ 若投稿名稱獲選，同意其創意菜名完全授權台灣麥當勞「麥麥辦桌」活動相關使用。
❸ 麥當勞禮券無使用期限，恕不能以禮券購買禮券，禮券損毀以致模糊不可辨認，恕不接受兌換或補發，不得折換現金。
❹ 得獎名單將於4月27日公告在麥當勞FB粉絲團post留言處，得獎者需於4月30日23:59前將您的得獎資料(包含：姓名/聯絡電話/寄送地址/身份證正反面影本)寄到mcdronaldfb@gmail.com；並完成填寫勞務報酬單等領獎程序，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❼台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。
❽依中華民國稅法規定，得獎者若為中華民國境內居住之個人，且所得獎項價值超過新臺幣（以下同）1 千元以上時，主辦單位將於翌年開立所得稅扣繳憑單予得獎者。得獎者若為非中華民國境內 居住之個人（即在中華民國境內居住未達183天之本國人及外國人）， 不論得獎獎項價值，均須先就得獎所得扣繳 20％機會中獎稅金，始可領獎，且主辦單位須開立所得稅扣繳憑單給得獎人。若得獎人者不願意給付得獎獎商品之稅額，則視為得獎人者自動棄權，不具得獎資格。前述稅捐法規如有更新或變動者，依修正後之規定辦理。",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/950187228357295/?type=3,https://www.facebook.com/mcdonalds.tw/posts/952188508157167:0,2015-04-21T03:00:01+0000,photo,101615286547831_950187228357295,161,4854,NONE,4854,false,false,chronological,1259,false,Timeline Photos,,,,,,,,,,
"麥麥辦桌 『婉君上菜單』你覺得取什麼菜名最霸氣？

這道「金棗蜜汁雞」是用金黃酥脆的麥脆鷄，淋上以宜蘭金棗、金桔熬煮三小時的獨門蜜汁醬。灑上黑棗、金棗、小番茄與芝麻增添香氣。咬一口肉質鮮美、酸中帶甜，顛覆你對麥脆鷄的想像。

請在本照片下方，以留言的方式發表創意菜名，就有機會登上5/16麥麥辦桌宜蘭場正式菜單並獲得$3,000麥當勞禮券喔！

✦活動辦法✦
活動時間：即日起~2015年4月23日23:59止
活動辦法：在本篇貼文留下你的創意菜名
活動獎項：獲選者可得NT$3,000元麥當勞禮券，每道菜選出1名，共3個得獎名額
得獎名單：將於4月27日在本篇貼文下方公佈得獎菜名&幸運得獎粉絲

其它注意事項：
❶ 每人/每個FB帳號僅限一次得獎機會，不限上傳菜名數，菜名不得重覆。
❷ 若投稿名稱獲選，同意其創意菜名完全授權台灣麥當勞「麥麥辦桌」活動相關使用。
❸ 麥當勞禮券無使用期限，恕不能以禮券購買禮券，禮券損毀以致模糊不可辨認，恕不接受兌換或補發，不得折換現金。
❹ 得獎名單將於4月27日公告在麥當勞FB粉絲團post留言處，得獎者需於4月30日23:59前將您的得獎資料(包含：姓名/聯絡電話/寄送地址/身份證正反面影本)寄到mcdronaldfb@gmail.com；並完成填寫勞務報酬單等領獎程序，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❼台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。
❽依中華民國稅法規定，得獎者若為中華民國境內居住之個人，且所得獎項價值超過新臺幣（以下同）1 千元以上時，主辦單位將於翌年開立所得稅扣繳憑單予得獎者。得獎者若為非中華民國境內 居住之個人（即在中華民國境內居住未達183天之本國人及外國人）， 不論得獎獎項價值，均須先就得獎所得扣繳 20％機會中獎稅金，始可領獎，且主辦單位須開立所得稅扣繳憑單給得獎人。若得獎人者不願意給付得獎獎商品之稅額，則視為得獎人者自動棄權，不具得獎資格。前述稅捐法規如有更新或變動者，依修正後之規定辦理。",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/950186055024079/?type=3,https://www.facebook.com/mcdonalds.tw/posts/951607421548609:0,2015-04-20T03:00:01+0000,photo,101615286547831_950186055024079,233,6832,NONE,6832,false,false,chronological,1549,false,Timeline Photos,,,,,,,,,,
"本週殷殷期盼的精彩故事書已經到貨囉！本週買快樂兒童餐，就送『亂七八糟』或『五百羅漢交通平安』，趕快來蒐集，送完為止喔！
http://bit.ly/mcdbook1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/949048728471145/?type=3,https://www.facebook.com/mcdonalds.tw/posts/949064908469527:0,2015-04-15T08:00:01+0000,photo,101615286547831_949048728471145,40,894,NONE,894,false,false,chronological,20,false,Timeline Photos,,,,,,,,,,
"超夯紐約食尚，不只讓人心服，更一定要口服！
香軟鬆彈的焙果，加上嫩煎香草鷄腿肉…還有奶香濃郁的艾曼塔起司，就在New York『艾曼塔起司鷄腿焙果』～嚐一口，就會讓你迷上紐約！
 
馬上玩味美式食尚>>http://bit.ly/McToA
歡樂送網路訂餐>>https://www.mcdelivery.com.tw",https://www.facebook.com/mcdonalds.tw/videos/948459545196730/,https://www.facebook.com/mcdonalds.tw/videos/948459545196730/,2015-04-15T02:00:01+0000,video,101615286547831_948459545196730,150,1039,NONE,1039,false,false,chronological,60,false,麥當勞 New York 艾曼塔起司鷄腿焙果,,,,,,,,,,
"小小文青的文藝氣質，可要趁早培養喔！
麥當勞請到孩子王─超人氣童書作家，不藏私公開創作的秘密，陪孩子進入書本的奇想文藝世界！
http://bit.ly/mcdbook2",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/945952098780808/?type=3,https://www.facebook.com/mcdonalds.tw/posts/946369735405711:0,2015-04-10T02:00:02+0000,photo,101615286547831_945952098780808,10,431,NONE,431,false,false,chronological,6,false,Timeline Photos,,,,,,,,,,
"進擊你的床邊故事囉！不只說，還能用互動手指偶陪孩子『演』故事。
4/8~4/14買快樂兒童餐，就送『芽芽搬新家』或『怪博士與妙博士』，送完為止快來蒐集！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/945476592161692/?type=3,https://www.facebook.com/mcdonalds.tw/posts/945517645490920:0,2015-04-08T12:40:01+0000,photo,101615286547831_945476592161692,221,3735,NONE,3735,false,false,chronological,35,false,Timeline Photos,,,,,,,,,,
"童書作家見面會又來囉！
想聽有趣又好玩的故事嗎？明天(4/5)和後天(4/6)快到麥當勞一起激發想像力，還有作家簽書會唷。　",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/942262919149726/?type=3,https://www.facebook.com/mcdonalds.tw/posts/943384752370876:0,2015-04-04T09:00:00+0000,photo,101615286547831_942262919149726,10,516,NONE,516,false,false,chronological,13,false,Timeline Photos,,,,,,,,,,
"送你兒童節禮物：一顆童心
今天就當個大小孩，先玩玩薯條迷宮
有童心，幾歲都可以過兒童節喔！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/942258149150203/?type=3,https://www.facebook.com/mcdonalds.tw/posts/943254549050563:0,2015-04-04T02:00:04+0000,photo,101615286547831_942258149150203,18,2805,NONE,2805,false,false,chronological,23,false,Timeline Photos,,,,,,,,,,
"兒童節就在睡前說個有趣的故事給小寶貝聽吧！
4/4-5/5 買快樂兒童餐就送精彩故事書，讓你輕鬆說故事，隨書還附贈互動手指偶，送完為止快來蒐集！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/942261509149867/?type=3,https://www.facebook.com/mcdonalds.tw/posts/942839349092083:0,2015-04-03T07:00:01+0000,photo,101615286547831_942261509149867,108,906,NONE,906,false,false,chronological,22,false,Timeline Photos,,,,,,,,,,
"美味大內幕！1955美式培根牛肉堡幕後專訪！
四盎司牛肉與煙燻培根的真心話，香炒洋蔥跟美式BBQ醬的大告白。
！
歡樂送網路訂餐>>https://www.mcdelivery.com.tw/
麥當勞官網看更多>>http://bit.ly/Mc1955_02",https://www.facebook.com/mcdonalds.tw/videos/942170789158939/,https://www.facebook.com/mcdonalds.tw/videos/942170789158939/,2015-04-03T02:00:03+0000,video,101615286547831_942170789158939,69,3110,NONE,3110,false,false,chronological,115,false,,,,,,,,,,,
"就是明天!
4/3兒童閱讀日當天13:00開始，國小以下的小朋友親自到餐廳就能免費獲得小童書「月光溜冰場」一本，全台共100,000本，送完為止 ！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/942190302490321/?type=3,https://www.facebook.com/mcdonalds.tw/posts/942190402490311:0,2015-04-02T11:29:54+0000,photo,101615286547831_942190302490321,286,1439,NONE,1439,false,false,chronological,42,false,Timeline Photos,,,,,,,,,,
"想讓Blue Monday好過一點嗎？
快嚐嚐『紅玉冰炫風』
茶味足、奶香濃，還有卡滋脆片
吃一口，Monday 不再Blue～！ 
>>快找最近的麥當勞 https://bit.ly/rubyflurry03",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/935907289785289/?type=3,https://www.facebook.com/mcdonalds.tw/posts/939542669421751:0,2015-03-30T02:00:01+0000,photo,101615286547831_935907289785289,150,25483,NONE,25483,false,false,chronological,252,false,Timeline Photos,,,,,,,,,,
"冰炫風第2杯半價，3/27-3/29限時3天！
太難了！真的太難了！要選甘醇的紅玉、還是法式焦糖？
噢！經典的OREO也是首選啊~ 
決定好了嗎？現在口味隨你配，全都第二杯半價！
>>快找最近的麥當勞 https://bit.ly/rubyflurry02",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/936443426398342/?type=3,https://www.facebook.com/mcdonalds.tw/posts/937434376299247:0,2015-03-27T02:00:01+0000,photo,101615286547831_936443426398342,2035,32325,NONE,32325,false,false,chronological,1490,false,Timeline Photos,,,,,,,,,,
"鏘鏘鏘鏘， 麥當勞兒童節禮物大放送！
4/3兒童閱讀日當天13:00起，國小以下小朋友親自來餐廳即可獲得免費小童書唷！全台共100,000本，送完為止！
　
快來領取>> http://bit.ly/2015NRD",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/936409683068383/?type=3,https://www.facebook.com/mcdonalds.tw/posts/936409809735037:0,2015-03-25T10:49:49+0000,photo,101615286547831_936409683068383,805,2623,NONE,2623,false,false,chronological,113,false,Timeline Photos,,,,,,,,,,
