message,link,permalink_url,created_time,type,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,name,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length
"11/18 11am起，地表人氣最高的狗狗將在麥當勞現身！

只要消費+$299即可擁有史努比陶瓷手拿杯，限時加贈兩杯那堤兌換券，快來搶購 >> http://mcdtw.com/sp/017/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1071258452916838/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1071258452916838:0,2015-11-17T12:00:00+0000,photo,101615286547831_1071258452916838,5411,34346,NONE,34346,false,false,chronological,2210,false,Timeline Photos,,,,,
"#愛不找零 / 捕獲野生捐款人 
地點：桃園機場麥當勞
 
一個酷酷的身影，匆忙出現在桃園機場的麥當勞，即將搭機趕往韓國參展的藝術家──焦先生，用清脆的銅板聲響，開啟了我們與他的緣分。
 
透過彩筆，焦先生注入對生命的熱忱，讓看畫人也感受到世界的美。「不管是公益或是表演創作，每個人都用自己的方式讓世界更好。」除了美學，原來他對生命他也有著獨到見解。
 
焦先生希望透過零錢捐這樣一個小小的舉動，為生病的孩子們盡一份心力，「因為大家都是在外打拼，為了未來而努力的夢想家啊！」他爽朗的笑著說。
 
趕往搭機前，他也隨手將突擊隊送給他的磁鐵轉贈給鄰座的小弟弟，再次把愛傳遞出去～望著他離開的背影，也希望他在韓國參展一切順利！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1069377819771568/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1069377819771568:0,2015-11-16T02:00:01+0000,photo,101615286547831_1069377819771568,15,469,NONE,469,false,false,chronological,32,false,Timeline Photos,,,,,
"＃愛不找零 / 捕獲野生捐款人  
地點：高雄 五福路麥當勞  

 「噹啷！」放眼望去，看見一頭披肩長髮，有著優雅氣質的盧小姐走過，伸手向捐款箱投幣，從外表上看不出她曾遭遇的挫折與難關....   

原來盧小姐的家裡是九二一地震受災戶，所以高中後便離鄉背井到高雄工作，在朋友協助下，一路打拼，現在已成為一位專業模特兒。

「能有今天的小小成績，特別謝謝那些曾幫助過我的人。也因為這樣，更想透過公益，把福氣回饋給生病的小朋友們。」盧小姐靦腆說著。透過她的笑容，我們看到一顆不畏挫折、堅強溫暖的心，也感受到她散播的快樂與幸福！果然，愛才是最美的能量啊～",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1068235939885756/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1068235939885756:0,2015-11-12T02:00:01+0000,photo,101615286547831_1068235939885756,10,436,NONE,436,false,false,chronological,11,false,Timeline Photos,,,,,
"辣，就是不說不爽！
快留言表態，你愛哪一辣？

風暴黑椒鷄腿堡→多層次辣進你心裡
火爆辣烤鷄腿堡→瞬間引爆的辛快感

揭曉辛爆發美味聯盟 >>http://mcdtw.com/sp/009/
歡樂送網路訂餐 >>http://mcdtw.com/sp/010/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1055379731171377/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1055379731171377:0,2015-11-11T02:00:00+0000,photo,101615286547831_1055379731171377,32,618,NONE,618,false,false,chronological,32,false,Timeline Photos,,,,,
"如果有一天下起金錢雨，你最想跟誰分享？
麥當勞X格林文化，限時推出立體遊戲書，買快樂兒童餐就免費送，11/11新推《到博物館去》、《旅館開，錢進來》喔！
每一本都精彩不能錯過喔 >>http://mcdtw.com/bk/003/",https://www.facebook.com/mcdonalds.tw/videos/1065138146862202/,https://www.facebook.com/mcdonalds.tw/videos/1065138146862202/,2015-11-10T14:00:00+0000,video,101615286547831_1065138146862202,24,380,NONE,380,false,false,chronological,13,false,,,,,,
"＃愛不找零 / 捕獲野生捐款人 
地點：台中 大雅區中清路麥當勞 
  
愛心零錢箱，又出聲了！轉頭一望，看見配戴帥氣墨鏡，灑脫不拘的蕭先生，熱心將零錢投入箱中，他是這家店的常客，麥香魚，是每次必點的最愛。
 
蕭先生幾年前因重病，從鬼門關前「瀟灑走一回」後，對生命有了新的體驗，自此把每一天都當最後一天過，面對遭遇困境的人，也更懷抱同理心，有機會就儘可能幫助他人。
 
「因為自己苦過，更希望將自己現在的健康與幸福，分享給其他孩子。」蕭先生笑著說…

外表看似放蕩不羈，還有點酷似沈玉琳的蕭先生，墨鏡下一定藏著溫暖雙眸吧！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1067274229981927/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1067274229981927:0,2015-11-10T08:00:01+0000,photo,101615286547831_1067274229981927,10,484,NONE,484,false,false,chronological,5,false,Timeline Photos,,,,,
"#愛不找零 / 捕獲野生捐款人 
地點：台北 中山北路麥當勞 
  
「噹啷！」一聲清脆響亮的銅板聲，是來自大陸遼寧的祝福。 
  
九年前遠嫁來台的祝小姐，有個11歲的兒子，平常若與孩子出門，都會給孩子捐發票、零錢等做公益的機會，希望兒子養成幫助別人，做好事的習慣。
  
「自己也是離鄉背景的人，很心疼生病的小朋友要離開家去看醫生，很辛苦，我希望他們在異地也不孤單，畢竟人遇到困難的時候，不可能光靠自己的力量渡過…」
  
台灣媳婦祝小姐的靦腆笑容，淺淺的，卻讓人感受到堅定的力量及溫暖。",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1065233290186021/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1065233290186021:0,2015-11-06T08:00:00+0000,photo,101615286547831_1065233290186021,17,587,NONE,587,false,false,chronological,32,false,Timeline Photos,,,,,
,https://www.facebook.com/mcdtw.family/photos/a.853252574736567.1073741828.845235395538285/956442171084273/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1064735090235841,2015-11-05T08:21:01+0000,photo,101615286547831_1064735090235841,,230,NONE,230,false,false,chronological,18,false,麥麥童樂會,,,,,
"麥當勞把愛心零錢箱放大了！
全球首創「愛不找零櫃台」，邀請您一起把愛投進來
幫助遠地就醫的小朋友更靠近希望
#愛不找零

「愛不找零櫃台」於特定麥當勞公益旗艦店進行中
活動期間：11/4 – 11/18
士林店：台北市中山北路5段602號
台北莊敬店：台北市莊敬路475號
新店安康店：新北市新店區安德街1號
中和興南店：新北市中和區興南路1段83號
五股成泰店：新北市五股區成泰路2段121號
土城裕民店：新北市土城區裕民路180號
板橋文化店：新北市板橋區文化路2段173號
林口復興店：桃園縣龜山鄉復興一路148號
桃園機場一店：桃園縣大園鄉航站南路9號B2F
中壢環中東二店：桃園縣中壢市環中東路301, 303號
豐原中正二店：台中市豐原區中正路569號
台中新大雅店：台中市大雅路576號
台中大雅中清南店：台中市大雅區中清路3段1095號
嘉義民雄店：嘉義縣民雄鄉東榮村建國路一段18號
高雄博愛店：高雄市鼓山區博愛二路363號
高雄五福店：高雄市五福二路258號
台東農會店：台東縣台東市新生路191號",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1063645383678145/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1063645383678145:0,2015-11-04T08:00:00+0000,photo,101615286547831_1063645383678145,6270,47196,NONE,47196,false,false,chronological,783,false,Timeline Photos,,,,,
"到底是誰，讓國際名模一秒臉紅心跳？
辛爆發第二波「火爆辣烤鷄腿堡」，用ㄧ次引爆的辣風味，驚艷你的感官！
想知道多high？搶先看！>>http://mcdtw.com/sp/007/
想吃就上歡樂送網路訂餐>>http://mcdtw.com/sp/008/",https://www.facebook.com/mcdonalds.tw/videos/1051777204864963/,https://www.facebook.com/mcdonalds.tw/videos/1051777204864963/,2015-11-04T02:00:00+0000,video,101615286547831_1051777204864963,83,1800,NONE,1800,false,false,chronological,107,false,麥當勞火爆辣烤鷄腿堡 辛爆發,,,,,
"打開書本，竟送你一束盛開的花到眼前！

閱讀真的變好玩了！麥當勞x格林文化，跨界推出立體遊戲書，買快樂兒童餐就免費送，11/4新推出《阿比忘了什麼？》、《大家一起來》喔！

全套八本，每一本都精彩不能錯過喔 >> http://mcdtw.com/bk/002/",https://www.facebook.com/mcdonalds.tw/videos/1059401620769188/,https://www.facebook.com/mcdonalds.tw/videos/1059401620769188/,2015-11-03T14:00:01+0000,video,101615286547831_1059401620769188,36,565,NONE,565,false,false,chronological,16,false,,,,,,
"不找零的麥當勞櫃檯，卻有超多人排隊…
麥當勞證明台灣人超有愛!

麥當勞「愛不找零櫃台」公益旗艦店 邀請您把愛投進來
全台麥當勞愛心零錢箱 幫助遠地就醫的小朋友更靠近希望",https://www.facebook.com/mcdonalds.tw/videos/1060387590670591/,https://www.facebook.com/mcdonalds.tw/videos/1060387590670591/,2015-11-02T01:52:39+0000,video,101615286547831_1060387590670591,16959,74145,NONE,74049,false,false,chronological,997,false,四個小學生到麥當勞，點餐75元卻給126元！,,,,,
"萬聖夜趴踢
變裝出沒、搞鬼夜行
就要你…非快樂不可",https://www.facebook.com/mcdonalds.tw/videos/1060383967337620/,https://www.facebook.com/mcdonalds.tw/videos/1060383967337620/,2015-10-31T02:00:00+0000,video,101615286547831_1060383967337620,35,792,NONE,791,false,false,chronological,23,false,萬聖夜趴踢,,,,,
"第一次看寶貝這麼認真，每張照片都超想拍的！

『小麥麥體驗營』12月場次開放囉！寶貝換上迷你版制服，化身服務員、咖啡師…上櫃台點膳收銀，超可愛，一定讓你忍不住照不停！

快！11/1早上10：00起 網路報名 >>http://bitly.com/mcdcamp86

快加入麥當勞唯一官方親子粉絲團 麥麥童樂會",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1059317894110894/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1059317894110894:0,2015-10-30T08:00:01+0000,photo,101615286547831_1059317894110894,112,808,NONE,808,false,false,chronological,42,false,Timeline Photos,845235395538285,麥麥童樂會,page,151,5
,https://www.facebook.com/mcdtw.family/photos/a.853252574736567.1073741828.845235395538285/958013164260507/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1060329400676410,2015-10-29T08:21:27+0000,photo,101615286547831_1060329400676410,,339,NONE,339,false,false,chronological,12,false,麥麥童樂會,,,,,
"地球人，“辛”際大讚來了！
『風暴黑椒鷄腿堡』三種層次的辣，史無前例撞擊味蕾！
絕非一般俗辣，好膽你就來挑戰！

揭曉辛爆發美味聯盟 >>http://mcdtw.com/sp/003/
立刻歡樂送網路訂餐 >>http://mcdtw.com/sp/004/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1053672838008733/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1053672838008733:0,2015-10-28T02:00:00+0000,photo,101615286547831_1053672838008733,117,10196,NONE,10196,false,false,chronological,110,false,Timeline Photos,,,,,
"10/28起，閱讀變好玩囉！
麥當勞x格林文化，跨界推立體遊戲書，讓閱讀像遊戲一樣好玩！
買快樂兒童餐就免費送，本周限量推出《一片披薩一塊錢》、《媽咪的禮物》！

全套八本，每一本都精彩不能錯過喔 >> http://mcdtw.com/bk/001/",https://www.facebook.com/mcdonalds.tw/videos/1059358244106859/,https://www.facebook.com/mcdonalds.tw/videos/1059358244106859/,2015-10-27T14:00:01+0000,video,101615286547831_1059358244106859,676,1185,NONE,1185,false,false,chronological,83,false,,,,,,
"冬天來了，有熊熊抱抱的人最幸福！
即日起至2015/11/10 歡樂送網路訂餐滿$388，就送一隻麥當勞獨家限量可口可樂®北極熊！

全台限量，四種款式隨機出貨，送完就沒了，快來收集！

*$388指不含外送費$35, 不含加點優惠價促銷商品之金額
**可口可樂®北極熊尺寸以實際產品為準",http://mcdtw.com/pb/002,https://www.facebook.com/mcdonalds.tw/posts/1055400657835951,2015-10-27T08:00:01+0000,link,101615286547831_1055400657835951,204,2345,NONE,2345,false,false,chronological,102,false,給我熊抱！立刻歡樂送網路訂餐,,,,,
"最划算的週年慶就在…麥當勞！
雙層牛肉吉事堡，下殺價$39
麥脆鷄，破盤價$39
買任何套餐，加點超級省！",http://campaign.mcdonalds.com.tw/linkref/20150804/4/,https://www.facebook.com/mcdonalds.tw/posts/1055447854497898,2015-10-23T02:00:01+0000,link,101615286547831_1055447854497898,99,1751,NONE,1751,false,false,chronological,38,false,最後倒數！快把握最愛的優惠,,,,,
"喔！超萌的熊出沒！(心已融化)
即日起至2015/11/10歡樂送網路訂餐滿$388* ，就送一隻麥當勞獨家限量可口可樂®北極熊給你抱抱喔！

四款超萌款式隨機出貨，全台限量，送完就沒了，快來收集！

*$388指不含外送費$35, 不含加點優惠價促銷商品之金額
**可口可樂®北極熊尺寸以實際產品為準",http://mcdtw.com/pb/001,https://www.facebook.com/mcdonalds.tw/posts/1055399437836073,2015-10-21T08:00:00+0000,link,101615286547831_1055399437836073,450,3253,NONE,3253,false,false,chronological,126,false,熊出沒、到你家！歡樂送網路訂餐,,,,,
"型男瞬間帥度破表？背後原因竟然是…
「風暴黑椒鷄腿堡」，用豐富有層次的辣味，帶你體驗味覺的超快感！
到底有多爽快？搶先看！>>http://mcdtw.com/sp/001/
想吃就上歡樂送網路訂餐>>http://mcdtw.com/sp/002/",https://www.facebook.com/mcdonalds.tw/videos/1051774924865191/,https://www.facebook.com/mcdonalds.tw/videos/1051774924865191/,2015-10-21T02:00:00+0000,video,101615286547831_1051774924865191,182,2949,NONE,2948,false,false,chronological,177,false,麥當勞風暴黑椒鷄腿堡 辛爆發,,,,,
