message,created_time,type,shares/count,id,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
"哇～小小經理出動囉！
男孩打上帥氣領帶，女孩穿上可愛短裙~
小小經理的超萌魅力，你體驗過了嗎?
感謝台中區莊霏霏媽咪分享的可愛照片<3
快把握寒假最後一波的小麥麥體驗營，
讓寶貝自己動手，創造滿滿的成就感！

媽咪們請往這邊~1/1早上10：00起開始報名>>
http://mcdtw.com/x/9/",2016-12-30T02:00:00+0000,link,21,101615286547831_1430222110353802,195,false,false,chronological,9,false
"叮叮噹~超閃亮！
飄著咖啡香的榭寄生、閃亮的彩帶與鈴鐺，這麼有聖誕氛圍的地方就在「台北民生店McCafé手作咖啡專櫃」，等你來喝咖啡、拍美照喔~

全台北中南許多McCafé手作咖啡專櫃紛紛變身，你去過幾家了呢？

現在就想喝咖啡>>http://mcdtw.com/McCafe/053/",2016-12-20T08:00:00+0000,photo,9,101615286547831_1382215268487820,298,false,false,chronological,30,false
"想要一份溫暖的擁抱？
快到麥當勞官方IG參加活動，
與好友一起抽麥當勞叔叔擁抱枕~
快上Instagram搜尋mcdonaldstw，或手機點選>>https://www.instagram.com/mcdonaldstw/

✦活動辦法✦
❶ 活動期間即日起至2016年12月25日 23:59止，於活動期間加入麥當勞官方Instagram，並於本Instagram貼文@兩位親朋好友，並留下” @朋友@朋友，我想跟你們一起溫暖抱抱！”，即具備抽獎資格，每人/每個Instagram帳號僅限一次得獎機會，隨機抽出1個得獎名額。
❷ 將於2017年1月3日在本Instagram貼文下方公佈幸運得獎粉絲。得獎者可獲得麥當勞叔叔擁抱枕3個，共1名。
❸ 得獎者需於2017年1月8日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人Instagram Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2017年1月31日前寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-12-19T03:16:30+0000,link,30,101615286547831_1413232242052789,275,false,false,chronological,46,false
"正港吃貨必備APP！
買一送一、買就送、驚喜價…等超值優惠券天天抽❤ 讓你省錢吃美味、顧口福又顧荷包！
 快下載&更新「v1.1版麥當勞報報APP」，一起Level Up>>  http://mcdapp.tw/20161128/9/",2016-12-15T02:00:02+0000,link,9,101615286547831_1406658822710131,208,false,false,chronological,14,false
"漢堡裡竟加了日本直送明太子醬，奢華感滿點啦！
❤ 明太子海陸雙星堡
❤ 明太子鮭魚堡
❤ 明太子雙魚堡
三種盛宴，每天都能小小的奢華慶祝！

還有更多誘人奢華食材>>>http://mcdtw.com/Surfturf/3/
送到家、更享受>>>http://mcdtw.com/Surfturf/4",2016-12-14T02:00:00+0000,link,123,101615286547831_1404875556221791,3690,false,false,chronological,177,false
"紅紅綠綠好熱鬧，快門按不停~
可愛的聖誕老公公帶著他的麋鹿來到「新北承德二店McCafé手作咖啡專櫃」啦~
有看到戴著聖誕帽的老公公門在對你微笑嗎？
快來讓他們陪你一起喝咖啡、享甜點，拍照耍萌！

McCafé 任意門>>http://mcdtw.com/McCafe/053/",2016-12-13T08:00:00+0000,photo,7,101615286547831_1382207515155262,336,false,false,chronological,5,false
"手作聖誕樹、手繪的聖誕老公公…等，這些可愛的佈置就在
「台中復興三店McCafé手作咖啡專櫃」為聖誕節揭開暖暖的序幕~
找聖誕節靈感？來這裡度過一個溫馨的咖啡時光吧！

喝咖啡這邊請>>http://mcdtw.com/McCafe/053/",2016-12-09T08:00:01+0000,photo,5,101615286547831_1382209148488432,352,false,false,chronological,6,false
"有車族注意~【得來速貴賓卡】全新發送中！
出示卡片消費＋10元即可享專屬優惠4選1~
小杯飲料1杯/蛋捲冰淇淋1份/蘋果派1份/小包薯條1份，以上你最想換哪一個呢？

【得來速貴賓卡】即日起開放下載列印，快來領取喔~

立即領卡>>http://mcdtw.com/drive/005/
現在就去麥當勞>>http://mcdtw.com/restaurant/1/",2016-12-08T06:15:01+0000,link,58,101615286547831_1396899907019356,373,false,false,chronological,21,false
"接近年終的特別時刻，是不是讓人超想大啖豐盛的美味？

那就來點明太子海陸雙星堡吧！日本直送豪華明太子醬，澆淋在酥炸北海道鮭魚與香煎多汁的紐澳純牛肉上，鮮香滋味，在舌尖上盛開海陸饗宴！

千萬不要錯過這絕對的豐盛，純粹的美味！

明太子共有三堡快看這邊>>>http://mcdtw.com/Surfturf/1/
在家翹腳也有豐盛饗宴>>>http://mcdtw.com/Surfturf/2/",2016-12-07T02:00:00+0000,video,384,101615286547831_1391706360872044,6129,false,false,chronological,542,false
"快升級麥當勞報報APP，讓驚喜優惠不中斷！
更好用、更方便、更多優惠，只在麥當勞報報APP v1.1版！快跟我們一起快速 Level Up！12/5使用v1.1版，人人都能獲得驚喜優惠喔！（貼心提醒：即日起，舊版將無法再享有優惠券及所有功能喔！) 立即更新及下載>> http://mcdapp.tw/20161128/2/",2016-12-05T02:00:00+0000,link,14,101615286547831_1387385867970760,284,false,false,chronological,34,false
"冬天吃什麼最過癮？
麻辣鍋？錯
麻油鷄？錯
愈冷愈要吃~芝麻黑冰炫風！
享受濃香芝麻+濃郁奶香，『芝麻黑冰炫風』單點$55 ！
同場加映『芝麻黑聖代』只要$30，長期供應喔！
走！帶我到麥當勞 >> http://mcdtw.com/s/007/",2016-12-03T08:00:00+0000,photo,27,101615286547831_1383584688350878,831,false,false,chronological,35,false
"哇～熱騰騰的唐立淇老師星座直播耶～
她竟然在用溫暖正夯的McCafé耶誕限定杯款，唐老師真的走在很前面啊～",2016-12-03T06:00:03+0000,video,,101615286547831_1388280061214674,273,false,false,chronological,1,false
免練功免打怪～「麥當勞報報APP v1.1版」12/1全新升級！隨機放送買一送一、買就送、驚喜價等更多超值優惠！還有導航帶你到最近的24hr、得來速、McCafé、兒童遊戲區~ 趕快準備好你的手機，跟麥當勞報報一起 Level up！（貼心提醒：12/5起，舊版將無法再享有優惠券及其他功能喔！)立即更新及下載>> http://mcdtw.com/mapp/1/,2016-12-01T02:00:01+0000,photo,41,101615286547831_1384412738268073,465,false,false,chronological,27,false
"寒假第一波親子活動非它莫屬！
大受歡迎的小麥麥體驗營1月份場次即將開放報名囉~
感謝新竹小玄子媽咪提供的照片，
看到寶貝穿上制服露出滿足自信的笑容，
同樣為人母的小編也能感受到那份開心與驕傲呢！

五種角色五種不一樣的有趣體驗，
還沒參加過的爸比媽咪這次手腳要快啊！

12/1早上10：00起開始報名，手刀卡位去>> http://mcdtw.com/x/7/",2016-11-30T08:00:00+0000,link,130,101615286547831_1383639458345401,926,false,false,chronological,111,false
"南部的捧油看這邊~
聖誕節的溫暖氣氛悄悄來報到囉~
不用再估狗是哪裡了，它就是「屏東民生店McCafé手作咖啡專櫃」，快來這裡喝咖啡，讓可愛的雪人與麋鹿陪你感受聖誕節的溫暖氣氛吧！

立馬前往>>http://mcdtw.com/McCafe/053/",2016-11-29T08:00:00+0000,photo,17,101615286547831_1382204425155571,317,false,false,chronological,3,false
"一包麥當勞薯條，讓他看見不一樣的哥哥…

你的心中是否也有一個重要的人
曾經也和你為了喜歡的東西搶得不可開交…
在一起，不是你的和我的，而是我們的。

現在tag對方就有機會抽中經典「麥當勞薯條抱枕毯」一對。

✦活動辦法✦
❶ 活動期間即日起至2016年12月2日 23:59止，於本則影片貼文留言tag親朋好友即具備抽獎資格，每人/每個FB帳號僅限一次得獎機會，隨機抽出1個得獎名額。
❷ 將於2016年12月9日在本篇貼文下方公佈幸運得獎粉絲。得獎者可獲得麥當勞薯條抱枕毯2個，共1名。
❸ 得獎者需於2016年12月14日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2016年12月31日前寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-11-26T12:00:00+0000,video,2588,101615286547831_1377566875619326,22601,false,false,chronological,9504,false
"你今天說「謝謝」了嗎？
感恩節，用最平實真切的感謝來傳遞溫暖吧！
#天天都是感恩節 #讓對話更有溫度
想看更多精采？
快來follow麥當勞IG >>
https://www.instagram.com/mcdonaldstw/",2016-11-24T03:07:52+0000,link,5,101615286547831_1376234595752554,184,false,false,chronological,10,false
"擋不住的正宗韓風來襲！你還沒品嚐過韓式炸鷄堡嗎?

將韓式辣粉調製入味的鷄腿肉，酥炸得鮮嫩多汁，
再浸入韓國直送的甜辣醬中。最後灑上香氣十足的白芝麻，搭配爽脆高麗菜及香炒洋蔥。一口咬下微甜香辣的正韓系韓式炸雞堡。

期間限定趕快品嚐>>http://mcdtw.com/Spicy/3/
找最近的麥當勞解饞>>http://mcdtw.com/Spicy/4/",2016-11-23T02:00:00+0000,link,33,101615286547831_1374576899251657,2839,false,false,chronological,72,false
"聖誕節漂亮佈置Get!!
這麼可愛又有氣氛的聖誕佈置就在麥當勞「林森二」~
快來拍照打卡喝咖啡吧！

【紀念友誼的溫暖】
留言tag一位你最想跟他一起去McCafé喝咖啡的朋友，就有機會獲得「 McCafé限量紀念杯」喔！

馬上前往McCafé手作咖啡專櫃 >> http://mcdtw.com/McCafe/053/

✦活動辦法✦
❶ 活動期間即日起至2016年11月28日 23:59止，留言tag一位朋友，即具備抽獎資格，隨機抽出3個得獎名額。
❷ 將於2016年12月2日在本篇貼文下方公佈幸運得獎粉絲。得獎者可獲得「 McCafé限量紀念杯」１個，共3名。本活動之獎項不得轉換、轉讓或折換現金。
❸ 得獎者需於2016年12月9日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/FB姓名/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2016年12月19日前寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-11-22T08:00:00+0000,photo,288,101615286547831_1373889352653745,2326,false,false,chronological,802,false
"這種CP值超高的下午茶哪裡找？
美味的鬆餅，加上小杯經典美式咖啡，1+1只要50元就能搞定！還有香嫩不辣的「BBQ嫩鷄翅」可以選！十幾種的美味組合，就趁今天趕快來享受吧！

有吃有喝，50元下午茶輕鬆選>>http://mcdtw.com/ba/009/",2016-11-16T06:00:00+0000,video,54,101615286547831_1366334813409199,1350,false,false,chronological,44,false
"瞧，是誰讓韓系歐巴帥哥，神情如此著迷？
原來是韓味十足的麥當勞韓式炸鷄堡！以韓式辣粉入味的多汁鷄腿排，浸入韓國直送甜辣醬中，再搭配爽脆高麗菜絲及香烤白芝麻，微辣香甜，爽快過癮的神美味，讓人直呼「馬西SO悠」！

一探韓式炸雞堡的美味秘辛！ >>http://mcdtw.com/Spicy/1/
手滑就讓韓式美味送上門，歡樂送！>>http://mcdtw.com/Spicy/2/",2016-11-14T06:00:00+0000,video,160,101615286547831_1364643860244961,3183,false,false,chronological,373,false
"~ McCafé暖心價 ‧ 期間限定~
購買任一手作飲品+糕點，現省10元！
還有McCafé聖誕限定杯款，給你一份可愛又超值的溫暖！

離你最近McCafé>> http://mcdtw.com/McCafe/049/
$10立即省>> http://mcdtw.com/McCafe/048/",2016-11-04T02:00:00+0000,photo,321,101615286547831_1350527608323253,27576,false,false,chronological,316,false
"｢歡迎光臨~」
哇！這麼可愛的接待員讓小編都要融化了啦~
感謝台北區粉絲布丁媽咪提供的照片！

粉絲們也想讓你家寶貝融化你的心嗎？
快帶寶貝來「小麥麥體驗營」嘗試各種超萌角色吧～

手刀報名一起來玩！11/1早上10：00起開始報名>>http://mcdtw.com/x/6/",2016-10-31T08:00:00+0000,photo,182,101615286547831_1344740995568581,4086,false,false,chronological,144,false
"緊急通報！限時雙寶物現身，再不捉就沒囉！
『雙茶』花聖代，集世界兩大名茶：阿薩姆茶凍+台茶18號茶粉， $49最後倒數必嚐！

捕獲寶地就在麥當勞 >>http://mcdtw.com/ru/4/",2016-10-28T06:00:00+0000,link,178,101615286547831_1302050853170929,13243,false,false,chronological,196,false
"這色票美味得太過分！
越看越餓好想每樣都來一口~
你們選好要吃哪幾種顏色了嗎？

#食色性也 #秀色可餐 #紅橙黃綠都來一份",2016-10-26T08:00:00+0000,link,25,101615286547831_1336912499684764,863,false,false,chronological,22,false
"快與「微笑卡」拍照上傳
ㄧ起讓微笑蔓延，幫助遠地就醫孩子，還可抽限量的「麥當勞叔叔擁抱枕」喔!",2016-10-24T02:00:00+0000,link,,101615286547831_1332209513488396,217,false,false,chronological,24,false
"【最有力量的一塊錢】

您在麥當勞捐的每一塊錢
將支持台北的「麥當勞叔叔之家」
提供遠地就醫的病童家庭免費住宿
為他們打造一個「出門在外的家」
讓家人彼此緊緊相繫！

歡迎你的助力響應:
－全台麥當勞超過2000個愛心零錢箱，歡迎隨手零錢捐，讓零錢轉化為力量
－10/19-11/22購買快樂兒童餐，每份餐點，麥當勞為你捐出5元
－10/19-11/22超值全餐飲料升級可口可樂公司系列大杯冷飲，可口可樂公司為你捐出５元
 
以上愛心購買，還可獲得「微笑卡」一張，讓微笑蔓延喔～

了解更多: http://mcdtw.com/donate/12/",2016-10-21T02:00:00+0000,photo,63,101615286547831_1332166006826080,419,false,false,chronological,10,false
"達人級手藝，必嚐Bistro歐風料理！
喜歡靠食物舒壓？就用「西班牙辣味鮮蝦堡」療癒自己吧！
西班牙蒜香辣醬與Q彈鮮蝦在舌尖交融，原葉萵苣舖上翻炒洋蔥與彩椒增添口感，美妙滋味連作夢也會想念！

麥當勞Bistro 歐風料理>>http://mcdtw.com/BIS/007/
在家也能享Bistro餐點>>http://mcdtw.com/BIS/008/",2016-10-20T08:00:00+0000,link,24,101615286547831_1308224119220269,5574,false,false,chronological,29,false
"【她在麥當勞做了什麼？讓媽媽哭了….】
只是去買個餐點，隨手的小動作，
竟然啟動愛的蝴蝶效應？
看完逆轉你的價值觀！

下次到麥當勞，可以在櫃台旁零錢箱投下你的愛心，
也可以立即線上捐款，幫助遠地就醫病童與家庭
網址>> http://mcdtw.com/donate/6/",2016-10-18T08:00:00+0000,video,59111,101615286547831_1332160033493344,112530,false,false,chronological,2934,false
"McCafé的8個小秘密,你知道幾個?",2016-10-18T01:59:27+0000,link,18,101615286547831_1333134736729207,298,false,false,chronological,3,false
"Bistro歐風料理全新推出「西班牙辣味鮮蝦堡」
整隻鮮蝦做成的Q彈蝦排，搭配爽口原葉萵苣、洋蔥翻炒三色彩椒，佐以辛香入味的西班牙蒜香辣醬，過足辣癮好享受！
一探歐式新風味>>http://mcdtw.com/BIS/005/
歐風料理歡樂送上門>>http://mcdtw.com/BIS/006/",2016-10-12T02:00:00+0000,video,179,101615286547831_1308237635885584,2686,false,false,chronological,174,false
"獨家直擊！麥當勞Bistro小酒館美味開張！不用坐飛機就能品嚐Bistro歐風料理~

僅此一家，路過的粉絲快來吃堡打卡曬臉書吧！有人已經去過了嗎？",2016-10-09T02:40:21+0000,photo,27,101615286547831_1320154284693919,840,false,false,chronological,37,false
"在一起，始終會記得對方的好。
你是否在心中也有一直掛念的人？
也許是兒時好友或老師，也許是一起奮鬥的同事…
很想知道，對方現在過得好不好？
請留下你們的故事，並Tag你想念的人
讓對方知道，我們的心永遠在一起。",2016-10-06T12:00:00+0000,video,30720,101615286547831_1318897488152932,70595,false,false,chronological,3838,false
"雙十國慶，雙人享第二杯半價！
Q彈茶凍X台茶18號，『雙茶』花聖代國慶限定10/5-10/11 第二杯半價！

起步走！Tag好友附近麥當勞見 >> http://mcdtw.com/ru/3/",2016-10-05T06:00:00+0000,video,15263,101615286547831_1300889576620390,9189,false,false,chronological,1194,false
"享樂味覺啟動~Bistro歐風料理輕鬆嚐！
「輕啤香檸脆鷄堡」用啤酒醃製鷄腿肉、外酥內嫩，搭配香檸芥末醬與原葉萵苣，每一口都是大確幸，好吃到合不攏嘴！

開啟Bistro享樂味蕾>>http://mcdtw.com/BIS/003/
不想等？Bistro歐風料理送到家>>http://mcdtw.com/BIS/004/",2016-10-04T02:00:01+0000,link,53,101615286547831_1308222965887051,9449,false,false,chronological,45,false
"你家寶貝參加過超萌的『小麥麥體驗營』了嗎？
可以親自體驗做漢堡、替爸比媽咪點餐這些新鮮又有趣的工作喔~
感謝新北區粉絲雨卉媽咪提供的照片，參加過不同角色的小雨卉超可愛的啦！
你家寶貝也可以！快來報名體驗，殺光相機記憶體吧！

之前參加過的粉絲也可以換個角色體驗喔~

秒殺卡位！10月1日早上10：00開始報名>>http://mcdtw.com/x/6/",2016-09-30T08:00:00+0000,link,98,101615286547831_1311494528893228,4370,false,false,chronological,57,false
"Free Hug！免費給你溫暖熊抱囉！
歡樂送網路/APP訂餐滿$398就送可口可樂Ⓡ北極熊，
獨家只在麥當勞歡樂送。

超萌4款，忍不住飛撲 >>http://mcdtw.com/cokebear/1/
訂餐立刻入懷 >http://mcdtw.com/cokebear/2/",2016-09-30T06:00:00+0000,link,339,101615286547831_1308385022537512,18687,false,false,chronological,197,false
"Bistro歐風料理～首次加入“精釀啤酒”和“原葉萵苣”！
全新推出 - 輕啤香檸脆鷄堡，啤酒醃製的整塊鷄腿肉，
炸得外脆內嫩～加上原葉爽口萵苣～淋上香檸芥末醬！
每一口，都讓人沉醉在美好的清新滋味～
一探歐式新風味>>http://mcdtw.com/BIS/001
輕鬆微享受，來點歡樂送>>http://mcdtw.com/BIS/002",2016-09-29T02:00:00+0000,video,275,101615286547831_1310480592327955,4096,false,false,chronological,315,false
"你週一到週五天天都想吃到不一樣的早餐？
超值早餐$39起就有現做的多樣主餐、各種飲料，任你百搭！
10/4前買任一早餐套餐還送$50屈臣氏折價券. 
超多樣主餐、飲料任你配 >> http://mcdtw.com/vb/005/",2016-09-28T23:00:03+0000,link,100,101615286547831_1308224002553614,2501,false,false,chronological,32,false
"子曰：『三人行必有我師焉。』
教師佳節請你的搞笑師、職場師、戀愛軍師…好好食『雙茶』花聖代只要$49，好師好師！

帶汝至麥當勞食 >> http://mcdtw.com/ru/2/",2016-09-23T06:00:00+0000,link,142,101615286547831_1302029296506418,10628,false,false,chronological,75,false
"附近都吃遍了，今天真的想不到吃什麼？
就吃歡樂送『豪滿足獨享餐 』，經典漢堡+全新無骨鷄腿排+中薯+中可，給你魔性的滿足啊！

有新意！立馬叫歡樂送 >> http://mcdtw.com/mds/003/",2016-09-21T06:00:00+0000,video,30,101615286547831_1286435728065775,985,false,false,chronological,92,false
"早餐要吃蛋，就選『特選A級蛋』。
現烤麵包，『零防腐劑麵包』比較安心。
加起司，最好是『半片紐西蘭切達吉事』。
再來一杯『 100%阿拉比卡咖啡豆』的現煮美式咖啡就更完美了！
合在一起，就是一份$39的吉事蛋堡超值早餐啦！
10/4前買任一早餐套餐還送$50屈臣氏折價券. 
(折價券使用條款與限制以屈臣氏公告為準)
更多早餐上網選>>http://mcdtw.com/vb/004/
找最近的麥當勞>>http://mcdtw.com/vb/007/",2016-09-18T23:00:00+0000,video,84,101615286547831_1296349743741040,1463,false,false,chronological,237,false
"用「McCafé對話杯」邀你想念的人一起喝咖啡賞月吧！

望著同一抹月光，品嚐同一種溫暖，心自然也就團圓了喔。",2016-09-15T08:00:55+0000,link,8,101615286547831_1297153676993980,311,false,false,chronological,6,false
"月亮節全家團圓、就愛豪邁開吃！
歡樂送豪邁大三拼$249，甜鹹到齊超豐盛，幫全家豪邁加菜！

24hr隨叫隨送，歡樂送網路訂餐 >>http://mcdtw.com/mds/002/",2016-09-15T02:00:00+0000,link,79,101615286547831_1286417344734280,6165,false,false,chronological,73,false
"大胃王們請注意，別讓你的胃不開心！
『豪麥雙拼套餐』給你雙倍滿足，全新無骨鷄腿排+經典漢堡，
讓你豪麥加倍吃堡飽！

 4種豪麥套餐任你選 >>http://mcdtw.com/evm/015/ 
一秒找到附近麥當勞>>http://mcdtw.com/vb/007/",2016-09-14T02:00:00+0000,link,89,101615286547831_1295263003849714,7903,false,false,chronological,232,false
"這真的太超過啦！
買任一$39起的麥當勞早餐套餐，就送屈臣氏折價券$50乙張，
這豈不是太太太超值了嗎？

超值早餐超多選擇 >> http://mcdtw.com/vb/006/
帶我到附近麥當勞 >> http://mcdtw.com/vb/007/",2016-09-13T23:00:01+0000,link,276,101615286547831_1295267030515978,6720,false,false,chronological,67,false
"到McCafé櫃檯，憑此貼文
9/14(三)14:00-17:00 『鬆餅(2片)+卡布奇諾(中杯)』買一送一喔！
限時免費請客，快邀好友一起享受！

走吧！McCafé手作咖啡專櫃 >>http://mcdtw.com/McCafe/047/
午茶小時光，只要限定驚喜價$94 >>http://mcdtw.com/McCafe/045/",2016-09-12T06:00:00+0000,photo,813,101615286547831_1293900947319253,5613,false,false,chronological,360,false
"開心說話的是一頓飯，用心對話的是下午茶！
全新的McCafé鬆餅+卡布奇諾，驚喜價的享受，附贈一場無價的對話，現在就約！

走吧！McCafé手作咖啡專櫃 >>http://mcdtw.com/McCafe/046/
享受吧！我的午茶小時光 >>http://mcdtw.com/McCafe/044/",2016-09-08T06:00:01+0000,photo,312,101615286547831_1287320284643986,30876,false,false,chronological,201,false
